OrderID,Date,Quantity,FanId,ProdId,Cost,Unit Price
362494,1/11/23,4,FAN-2768906,PROD-0013, $ 96.10 , $ 189.99 
402932,4/9/23,9,FAN-2373198,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
402932,4/9/23,2,FAN-2373198,PROD-0006, $ 179.60 , $ 349.99 
402932,4/9/23,5,FAN-2373198,PROD-0007, $ 241.50 , $ 479.99 
402932,4/9/23,6,FAN-2373198,PROD-0008, $ 92.60 , $ 179.99 
416023,3/5/23,9,FAN-7127838,PROD-0018, $ 15.40 , $ 29.99 
419432,1/17/23,2,FAN-1613492,PROD-0020, $ 66.30 , $ 129.99 
429621,2/16/23,5,FAN-7276113,PROD-0003, $ 55.00 , $ 109.99 
432699,3/21/23,8,FAN-2285564,PROD-0011, $ 294.00 , $ 579.99 
437200,2/1/23,9,FAN-8546429,PROD-0012, $ 18.70 , $ 29.99 
438839,2/2/23,1,FAN-7833074,PROD-0014, $ 14.40 , $ 19.99 
449986,2/5/23,8,FAN-6443902,PROD-0010, $ 16.60 , $ 29.99 
477365,3/6/23,6,FAN-7007002,PROD-0004, $ 9.40 , $ 9.99 
477365,3/6/23,7,FAN-8641093,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
483585,3/12/23,1,FAN-3007236,PROD-0009, $ 10.50 , $ 19.99 
487878,3/16/23,1,FAN-2410974,PROD-0010, $ 16.60 , $ 29.99 
512435,3/26/23,2,FAN-3347106,PROD-0003, $ 55.00 , $ 109.99 
579928,3/30/23,8,FAN-8573412,PROD-0002, $ 703.30 ," $ 1,399.99 "
579928,3/30/23,3,FAN-8573412,PROD-0003, $ 55.00 , $ 109.99 
579928,3/30/23,3,FAN-8573412,PROD-0004, $ 9.40 , $ 9.99 
595210,3/6/23,5,FAN-6710556,PROD-0011, $ 294.00 , $ 579.99 
595210,3/6/23,6,FAN-6710556,PROD-0012, $ 18.70 , $ 29.99 
600960,2/16/23,7,FAN-8573412,PROD-0014, $ 14.40 , $ 19.99 
616904,3/18/23,1,FAN-2810948,PROD-0020, $ 66.30 , $ 129.99 
627105,4/26/23,3,FAN-4114651,PROD-0013, $ 96.10 , $ 189.99 
670444,4/20/23,2,FAN-1234078,PROD-0004, $ 9.40 , $ 9.99 
680330,3/19/23,1,FAN-3984236,PROD-0008, $ 92.60 , $ 179.99 
680330,3/19/23,2,FAN-3984236,PROD-0009, $ 10.50 , $ 19.99 
680330,3/19/23,5,FAN-3984236,PROD-0010, $ 16.60 , $ 29.99 
680330,3/19/23,8,FAN-3984236,PROD-0011, $ 294.00 , $ 579.99 
680330,3/19/23,1,FAN-3984236,PROD-0012, $ 18.70 , $ 29.99 
685142,1/13/23,4,FAN-2266113,PROD-0016, $ 46.40 , $ 89.99 
707281,2/17/23,3,FAN-3101105,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
709880,1/9/23,2,FAN-1891941,PROD-0007, $ 241.50 , $ 479.99 
762891,4/29/23,8,FAN-2677231,PROD-0004, $ 9.40 , $ 9.99 
782158,2/26/23,1,FAN-9925460,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
809703,5/5/23,6,FAN-4774750,PROD-0010, $ 16.60 , $ 29.99 
809703,5/5/23,8,FAN-4774750,PROD-0011, $ 294.00 , $ 579.99 
809703,5/5/23,4,FAN-4774750,PROD-0012, $ 18.70 , $ 29.99 
809703,5/5/23,9,FAN-4774750,PROD-0013, $ 96.10 , $ 189.99 
809703,5/5/23,2,FAN-4774750,PROD-0014, $ 14.40 , $ 19.99 
813464,2/3/23,2,FAN-3992782,PROD-0017, $ 5.30 , $ 9.99 
849454,3/8/23,7,FAN-6403070,PROD-0007, $ 241.50 , $ 479.99 
849454,3/8/23,8,FAN-6403070,PROD-0008, $ 92.60 , $ 179.99 
873688,5/4/23,2,FAN-3152141,PROD-0010, $ 16.60 , $ 29.99 
873688,5/4/23,1,FAN-3152141,PROD-0011, $ 294.00 , $ 579.99 
881842,4/1/23,7,FAN-5630273,PROD-0014, $ 14.40 , $ 19.99 
881842,4/1/23,2,FAN-5630273,PROD-0015, $ 142.20 , $ 279.99 
881842,4/1/23,2,FAN-5630273,PROD-0016, $ 46.40 , $ 89.99 
881842,4/1/23,5,FAN-5630273,PROD-0017, $ 5.30 , $ 9.99 
883798,1/28/23,9,FAN-6246845,PROD-0001, $ 125.70 , $ 249.99 
